Year,Make,Model,Condition,Price,Consumer_Rating,,,,,,,,,,
2022,Honda,Pilot Touring 7-Passenger,New,"$47,170 ",5,,,,,,,,,,
2022,Honda,Passport Elite,New,"$47,620 ",4,,,,,,,,,,
2018,Honda,Civic Sport,Used,"$19,750 ",4.7,,,,,,,,,,
2017,Honda,Pilot EX-L,Used,"$27,899 ",4.7,,,,,,,,,,
2022,Honda,Pilot TrailSport,New,"$46,500 ",4.5,,,,,,,,,,
2019,Honda,Ridgeline Sport,Used,"$23,998 ",4.7,,,,,,,,,,
2023,Honda,Civic Si,New,"$30,050 ",5,,,,,,,,,,
2022,Honda,Ridgeline Black Edition,New,"$47,260 ",5,,,,,,,,,,
2008,Honda,Civic EX,Used,"$9,995 ",4.4,,,,,,,,,,
2018,Honda,Pilot EX-L,Used,"$26,700 ",4.4,,,,,,,,,,
2022,Honda,Pilot Touring 7-Passenger,New,"$48,860 ",5,,,,,,,,,,
2015,Honda,Civic LX,Used,"$12,890 ",4.7,,,,,,,,,,
2018,Honda,Civic Sport,Honda Certified,"$22,623 ",4.2,,,,,,,,,,
2019,Honda,CR-V LX,Used,"$24,195 ",4.9,,,,,,,,,,
2023,Honda,HR-V Sport,New,"$27,145 ",5,,,,,,,,,,
2023,Honda,Civic Si Sedan,New,"$30,050 ",5,,,,,,,,,,
2016,Honda,Accord LX,Used,"$17,399 ",4.7,,,,,,,,,,
2017,Honda,Civic EX-T,Used,"$19,990 ",4,,,,,,,,,,
2023,Honda,Ridgeline RTL-E,New,"$43,080 ",4.8,,,,,,,,,,
2020,Honda,Odyssey EX-L,Used,"$33,555 ",4.7,,,,,,,,,,
2023,Honda,Civic Si Base,New,"$30,050 ",4.7,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$36,900 ",4.7,,,,,,,,,,
2018,Honda,CR-V EX,Used,"$22,998 ",4.7,,,,,,,,,,
2006,Honda,Civic LX,Used,"$6,995 ",4.3,,,,,,,,,,
2020,Honda,Fit LX,Used,"$19,080 ",4.3,,,,,,,,,,
2020,Honda,Civic LX,Honda Certified,"$20,377 ",4.3,,,,,,,,,,
2020,Honda,Pilot Elite,Honda Certified,"$36,998 ",4.7,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$42,523 ",4.8,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$39,375 ",4.8,,,,,,,,,,
2018,Honda,Fit EX-L,Used,"$23,987 ",5,,,,,,,,,,
2019,Honda,Civic EX,Used,"$23,772 ",5,,,,,,,,,,
2022,Honda,Pilot Special Edition,New,"$44,204 ",5,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,850 ",4.8,,,,,,,,,,
2023,Honda,Civic Sport Touring,New,"$32,500 ",4.8,,,,,,,,,,
2023,Honda,Odyssey Elite,New,"$51,310 ",4.9,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport,New,"$34,141 ",4.9,,,,,,,,,,
2023,Honda,Civic Touring,New,"$30,745 ",4.6,,,,,,,,,,
2016,Honda,CR-V EX-L,Used,"$16,950 ",4.6,,,,,,,,,,
2022,Honda,Accord Hybrid Sport,New,"$31,697 ",5,,,,,,,,,,
2020,Honda,Pilot EX-L,Used,"$34,957 ",4.9,,,,,,,,,,
2017,Honda,Civic EX-L w/Navi,Used,"$19,500 ",4.7,,,,,,,,,,
2022,Honda,Civic Touring,Used,"$30,995 ",5,,,,,,,,,,
2015,Honda,CR-V LX,Used,"$16,995 ",4.4,,,,,,,,,,
2023,Honda,Ridgeline RTL-E,New,"$47,610 ",4.8,,,,,,,,,,
2020,Honda,Accord EX 1.5T,Used,"$27,695 ",4.6,,,,,,,,,,
2020,Honda,Accord LX 1.5T,Used,"$24,990 ",5,,,,,,,,,,
2020,Honda,Accord EX 1.5T,Honda Certified,"$26,998 ",3.9,,,,,,,,,,
2022,Honda,Odyssey Touring,Used,"$41,999 ",5,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",3.7,,,,,,,,,,
2019,Honda,CR-V EX,Used,"$28,496 ",5,,,,,,,,,,
2011,Honda,CR-V EX,Used,"$16,995 ",4.6,,,,,,,,,,
2019,Honda,Odyssey EX,Used,"$26,995 ",4.6,,,,,,,,,,
2018,Honda,Civic LX,Used,"$20,896 ",4.6,,,,,,,,,,
2018,Honda,Odyssey Elite,Used,"$34,000 ",4.7,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,Honda Certified,"$28,594 ",5,,,,,,,,,,
2023,Honda,HR-V Sport,New,"$28,790 ",3.9,,,,,,,,,,
2020,Honda,Pilot Touring 8-Passenger,Used,"$34,995 ",3.9,,,,,,,,,,
2019,Honda,Pilot EX-L,Used,"$27,795 ",3.9,,,,,,,,,,
2018,Honda,Clarity Plug-In Hybrid Touring,Used,"$24,977 ",4.9,,,,,,,,,,
2020,Honda,Fit LX,Used,"$19,998 ",4.7,,,,,,,,,,
2022,Honda,Accord Hybrid Sport,New,"$32,165 ",2.4,,,,,,,,,,
2015,Honda,CR-V Touring,Used,"$13,000 ",4.2,,,,,,,,,,
2020,Honda,Odyssey EX-L,Honda Certified,"$38,745 ",4.6,,,,,,,,,,
2012,Honda,Fit Base,Used,"$10,450 ",4.6,,,,,,,,,,
2023,Honda,CR-V EX,New,"$34,860 ",3.1,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$36,505 ",3.1,,,,,,,,,,
2023,Honda,CR-V EX,New,"$34,405 ",3.1,,,,,,,,,,
2023,Honda,CR-V EX,New,"$34,860 ",5,,,,,,,,,,
2022,Honda,Civic Sport,Honda Certified,"$24,995 ",4.7,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$37,055 ",3.8,,,,,,,,,,
2016,Honda,Civic Touring,Used,"$22,998 ",4.6,,,,,,,,,,
2020,Honda,Odyssey EX-L,Used,"$40,500 ",4.7,,,,,,,,,,
2021,Honda,Passport Touring,Used,"$35,087 ",4.3,,,,,,,,,,
2019,Honda,Odyssey EX-L w/Navigation/RES,Used,"$33,999 ",4.7,,,,,,,,,,
2022,Honda,Accord Hybrid Sport,Honda Certified,"$34,775 ",4.5,,,,,,,,,,
2023,Honda,Passport Elite,New,"$48,250 ",4.9,,,,,,,,,,
2018,Honda,Odyssey Touring,Used,"$27,000 ",4.5,,,,,,,,,,
2016,Honda,Pilot EX-L,Used,"$24,378 ",3.6,,,,,,,,,,
2011,Honda,CR-V EX-L,Used,"$15,000 ",4.2,,,,,,,,,,
2021,Honda,Civic Type R Touring,Honda Certified,"$43,899 ",3.7,,,,,,,,,,
2016,Honda,Civic LX,Used,"$17,995 ",4.6,,,,,,,,,,
2019,Honda,Pilot Elite,Used,"$33,990 ",5,,,,,,,,,,
2023,Honda,CR-V EX,New,"$36,358 ",3.6,,,,,,,,,,
2020,Honda,Ridgeline RTL,Used,"$26,800 ",5,,,,,,,,,,
2019,Honda,Odyssey Elite,Used,"$36,671 ",5,,,,,,,,,,
2013,Honda,Pilot EX-L,Used,"$16,697 ",4.5,,,,,,,,,,
2019,Honda,Insight EX,Used,"$18,753 ",5,,,,,,,,,,
2019,Honda,Ridgeline Sport,Used,"$25,957 ",4.9,,,,,,,,,,
2019,Honda,Passport Sport,Used,"$28,000 ",4.5,,,,,,,,,,
2023,Honda,Odyssey Touring,New,"$49,241 ",4.4,,,,,,,,,,
2019,Honda,Passport EX-L,Used,"$29,999 ",4.9,,,,,,,,,,
2019,Honda,Passport Touring,Used,"$33,495 ",4.8,,,,,,,,,,
2011,Honda,Accord EX-L,Used,"$10,850 ",5,,,,,,,,,,
2020,Honda,Passport EX-L,Used,"$35,690 ",5,,,,,,,,,,
2020,Honda,Pilot EX-L,Used,"$36,481 ",4.2,,,,,,,,,,
2019,Honda,Civic Si Base,Used,"$24,806 ",4.8,,,,,,,,,,
2004,Honda,Element EX,Used,"$7,995 ",4.6,,,,,,,,,,
2022,Honda,Civic Si Base,Used,"$30,888 ",3.4,,,,,,,,,,
2020,Honda,Pilot Touring 8-Passenger,Used,"$34,420 ",4.1,,,,,,,,,,
2013,Honda,CR-V EX,Used,"$13,995 ",5,,,,,,,,,,
2013,Honda,Fit Sport,Used,"$15,590 ",4,,,,,,,,,,
2018,Honda,Clarity Plug-In Hybrid Touring,Used,"$21,877 ",3.5,,,,,,,,,,
2013,Honda,Accord Sport,Used,"$14,550 ",4.5,,,,,,,,,,
2023,Honda,Ridgeline RTL,New,"$43,075 ",4.7,,,,,,,,,,
2017,Honda,Accord Sport,Used,"$22,998 ",4.8,,,,,,,,,,
2018,Honda,Accord Touring,Used,"$24,000 ",4.3,,,,,,,,,,
2021,Honda,HR-V LX,Used,"$19,550 ",5,,,,,,,,,,
2017,Honda,Fit LX,Used,"$15,000 ",5,,,,,,,,,,
2021,Honda,HR-V EX,Honda Certified,"$27,000 ",4.9,,,,,,,,,,
2017,Honda,Accord Hybrid Base,Used,"$18,951 ",4.9,,,,,,,,,,
2018,Honda,Civic LX,Used,"$19,495 ",4.8,,,,,,,,,,
2015,Honda,Civic LX,Used,"$17,900 ",4.5,,,,,,,,,,
2021,Honda,Pilot EX,Used,"$32,190 ",5,,,,,,,,,,
2019,Honda,Accord Hybrid EX-L,Used,"$24,745 ",5,,,,,,,,,,
2023,Honda,Civic Touring,New,"$31,145 ",5,,,,,,,,,,
2023,Honda,Ridgeline RTL,Honda Certified,"$38,718 ",4.4,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,395 ",4.9,,,,,,,,,,
2010,Honda,CR-V LX,Used,"$15,590 ",4,,,,,,,,,,
2018,Honda,Odyssey Touring,Used,"$31,524 ",4,,,,,,,,,,
2020,Honda,Insight Touring,Honda Certified,"$27,465 ",5,,,,,,,,,,
2023,Honda,Ridgeline Black Edition,New,"$49,791 ",4.6,,,,,,,,,,
2020,Honda,CR-V EX-L,Used,"$32,998 ",4.8,,,,,,,,,,
2023,Honda,Civic EX-L,New,"$29,240 ",4.8,,,,,,,,,,
2023,Honda,HR-V LX,New,"$26,940 ",4.6,,,,,,,,,,
2023,Honda,Odyssey Elite,New,"$51,420 ",5,,,,,,,,,,
2017,Honda,CR-V EX-L,Used,"$21,516 ",4.9,,,,,,,,,,
2023,Honda,Pilot EX-L 7-Passenger,New,Not Priced,4.8,,,,,,,,,,
2019,Honda,Civic Si Base,Used,"$26,983 ",5,,,,,,,,,,
2017,Honda,Pilot LX,Used,"$22,950 ",4.7,,,,,,,,,,
2021,Honda,Accord Sport 2.0T,Used,"$31,998 ",4.8,,,,,,,,,,
2019,Honda,Civic EX,Used,"$24,991 ",4.9,,,,,,,,,,
2019,Honda,Civic LX,Used,"$19,300 ",4.9,,,,,,,,,,
2022,Honda,Pilot EX-L,New,"$44,000 ",4.7,,,,,,,,,,
2020,Honda,Civic EX,Used,"$25,995 ",4.9,,,,,,,,,,
2005,Honda,Odyssey EX-L,Used,"$6,990 ",4.6,,,,,,,,,,
2022,Honda,Accord Sport 2.0T,New,"$35,150 ",3.9,,,,,,,,,,
2022,Honda,Pilot Special Edition,New,"$43,034 ",5,,,,,,,,,,
2023,Honda,HR-V EX-L,New,"$29,650 ",4.9,,,,,,,,,,
2012,Honda,Ridgeline RT,Used,"$15,950 ",5,,,,,,,,,,
2022,Honda,Passport EX-L,New,"$45,060 ",5,,,,,,,,,,
2023,Honda,Pilot TrailSport,New,"$51,845 ",4.6,,,,,,,,,,
2019,Honda,Pilot Elite,Used,"$32,500 ",4.9,,,,,,,,,,
2019,Honda,Accord Touring 2.0T,Used,"$23,224 ",4.7,,,,,,,,,,
2020,Honda,Accord LX 1.5T,Honda Certified,"$23,000 ",4,,,,,,,,,,
2017,Honda,Civic Type R Touring,Used,"$37,500 ",4.8,,,,,,,,,,
2021,Honda,Passport Touring,Used,"$36,877 ",4.4,,,,,,,,,,
2019,Honda,CR-V LX,Honda Certified,"$31,980 ",4.7,,,,,,,,,,
2020,Honda,Passport EX-L,Used,"$33,500 ",4.9,,,,,,,,,,
2023,Honda,Odyssey EX-L,New,"$41,855 ",4.4,,,,,,,,,,
2021,Honda,Insight Touring,Used,"$28,399 ",5,,,,,,,,,,
2022,Honda,Accord Touring,Used,"$37,699 ",3.8,,,,,,,,,,
2022,Honda,Insight Touring,Honda Certified,"$32,795 ",4.6,,,,,,,,,,
2015,Honda,CR-V EX-L,Used,"$17,490 ",4.4,,,,,,,,,,
2019,Honda,Pilot Touring 7-Passenger,Used,"$36,990 ",2.8,,,,,,,,,,
2020,Honda,Passport Touring,Used,"$34,599 ",4,,,,,,,,,,
2020,Honda,Pilot LX,Honda Certified,"$27,991 ",5,,,,,,,,,,
2016,Honda,CR-V Touring,Used,"$16,992 ",4.6,,,,,,,,,,
2016,Honda,Odyssey EX-L,Used,"$22,614 ",4.7,,,,,,,,,,
2013,Honda,Ridgeline RTL,Used,"$18,995 ",4.7,,,,,,,,,,
2001,Honda,Prelude,Used,"$11,995 ",4.6,,,,,,,,,,
2020,Honda,Civic Si Base w/Summer Tires (M6),Used,"$25,543 ",5,,,,,,,,,,
2020,Honda,Pilot Black Edition,Used,"$36,516 ",3.9,,,,,,,,,,
2009,Honda,Civic GX,Used,"$7,997 ",4.4,,,,,,,,,,
2017,Honda,Civic LX,Used,"$19,998 ",4.8,,,,,,,,,,
2019,Honda,CR-V EX-L,Used,"$29,994 ",4.7,,,,,,,,,,
2023,Honda,Odyssey Touring,New,"$44,890 ",4.7,,,,,,,,,,
2023,Honda,CR-V EX,New,"$34,800 ",4.7,,,,,,,,,,
2020,Honda,Civic Si Base,Used,"$29,998 ",4.9,,,,,,,,,,
2007,Honda,Element EX,Used,"$9,999 ",3.2,,,,,,,,,,
2019,Honda,Passport EX-L,Used,"$29,998 ",4.9,,,,,,,,,,
2020,Honda,Accord EX-L,Used,"$25,201 ",5,,,,,,,,,,
2019,Honda,Passport Sport,Used,"$26,189 ",5,,,,,,,,,,
2019,Honda,Passport EX-L,Used,"$34,900 ",4.8,,,,,,,,,,
2020,Honda,Accord Sport 2.0T,Used,"$26,995 ",5,,,,,,,,,,
2021,Honda,Pilot EX-L,Used,"$33,837 ",4,,,,,,,,,,
2018,Honda,Civic EX,Used,"$19,140 ",4.8,,,,,,,,,,
2023,Honda,Pilot EX-L 7-Passenger,New,"$44,050 ",5,,,,,,,,,,
2017,Honda,CR-V EX-L,Used,"$22,498 ",4.8,,,,,,,,,,
2018,Honda,Accord LX,Used,"$20,879 ",4.4,,,,,,,,,,
2010,Honda,Odyssey EX-L,Used,"$3,950 ",4.3,,,,,,,,,,
2020,Honda,Odyssey Elite,Used,"$41,235 ",5,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport,New,"$34,150 ",4.8,,,,,,,,,,
2022,Honda,CR-V Hybrid Touring,New,"$39,440 ",5,,,,,,,,,,
2018,Honda,CR-V EX-L,Used,"$26,994 ",4.7,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$37,450 ",4.7,,,,,,,,,,
2023,Honda,Passport EX-L,New,"$46,440 ",4.7,,,,,,,,,,
2020,Honda,Odyssey EX-L,Used,"$30,977 ",4.4,,,,,,,,,,
2015,Honda,Odyssey EX-L,Used,"$17,991 ",5,,,,,,,,,,
2019,Honda,Passport Sport,Used,"$28,000 ",4.9,,,,,,,,,,
2021,Honda,CR-V Hybrid EX,Used,"$32,987 ",4.8,,,,,,,,,,
2019,Honda,Passport Sport,Used,"$29,895 ",3,,,,,,,,,,
2021,Honda,Accord Sport 1.5T,Used,"$26,736 ",5,,,,,,,,,,
2022,Honda,Accord Hybrid Sport,New,"$32,560 ",5,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$29,470 ",4.8,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",5,,,,,,,,,,
2008,Honda,Civic LX,Used,"$7,990 ",4.4,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",5,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",4.1,,,,,,,,,,
2023,Honda,Pilot Elite,New,"$56,830 ",5,,,,,,,,,,
2022,Honda,Accord Sport 2.0T,New,"$33,755 ",5,,,,,,,,,,
2019,Honda,Ridgeline RTL,Used,"$28,563 ",4.7,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",5,,,,,,,,,,
2017,Honda,Accord Hybrid Base,Used,"$19,750 ",5,,,,,,,,,,
2023,Honda,Ridgeline RTL,New,"$43,075 ",5,,,,,,,,,,
2023,Honda,Ridgeline RTL,New,"$43,470 ",4.4,,,,,,,,,,
2019,Honda,Accord Sport,Used,"$25,721 ",4,,,,,,,,,,
2019,Honda,Civic Sport,Used,"$22,598 ",4.9,,,,,,,,,,
2022,Honda,Pilot EX-L,New,"$43,605 ",5,,,,,,,,,,
2021,Honda,Insight Touring,Honda Certified,"$31,477 ",4.9,,,,,,,,,,
2016,Honda,Pilot EX-L,Used,"$22,900 ",4.7,,,,,,,,,,
2021,Honda,Passport Elite,Honda Certified,"$35,875 ",4.9,,,,,,,,,,
2022,Honda,Pilot TrailSport,New,"$46,105 ",4.7,,,,,,,,,,
2015,Honda,Civic LX,Used,"$14,995 ",4.7,,,,,,,,,,
2022,Honda,CR-V Special Edition,Used,"$31,935 ",4.8,,,,,,,,,,
2022,Honda,Pilot EX-L,New,"$42,000 ",5,,,,,,,,,,
2019,Honda,HR-V EX-L,Used,"$24,995 ",4.6,,,,,,,,,,
2020,Honda,Odyssey EX-L,Honda Certified,"$32,519 ",4.4,,,,,,,,,,
2017,Honda,HR-V LX,Used,"$18,990 ",4,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$29,371 ",4.7,,,,,,,,,,
2016,Honda,Pilot EX,Used,"$21,995 ",4.7,,,,,,,,,,
2022,Honda,Civic Si Base,New,"$28,595 ",4.5,,,,,,,,,,
2022,Honda,Passport EX-L,New,"$42,160 ",4.9,,,,,,,,,,
2020,Honda,Pilot EX,Used,"$24,340 ",5,,,,,,,,,,
2020,Honda,Pilot EX-L,Used,"$27,859 ",4.1,,,,,,,,,,
2013,Honda,Crosstour EX,Used,"$10,300 ",4.7,,,,,,,,,,
2014,Honda,CR-V EX-L,Used,"$15,996 ",4.8,,,,,,,,,,
2019,Honda,Civic Si Base,Used,"$26,487 ",5,,,,,,,,,,
2019,Honda,Ridgeline Black Edition,Used,"$38,452 ",3.5,,,,,,,,,,
2023,Honda,Passport Elite,New,"$48,250 ",3.5,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",5,,,,,,,,,,
2015,Honda,Pilot EX-L w/ Navigation,Used,"$16,499 ",4.6,,,,,,,,,,
2022,Honda,Pilot Special Edition,New,"$42,600 ",4.2,,,,,,,,,,
2016,Honda,Accord EX-L,Used,"$13,562 ",5,,,,,,,,,,
2021,Honda,HR-V EX,Used,"$25,500 ",4.8,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$41,770 ",4.2,,,,,,,,,,
2017,Honda,Civic EX,Used,"$18,599 ",4.8,,,,,,,,,,
2023,Honda,Odyssey EX-L,New,"$42,360 ",5,,,,,,,,,,
2020,Honda,Pilot EX-L,Honda Certified,"$35,977 ",4.9,,,,,,,,,,
2020,Honda,Pilot EX-L,Honda Certified,"$33,977 ",4.9,,,,,,,,,,
2023,Honda,Civic Sport Touring,New,"$32,500 ",3.4,,,,,,,,,,
2020,Honda,Pilot EX-L,Honda Certified,"$35,375 ",4.7,,,,,,,,,,
2022,Honda,Accord EX-L,Used,"$32,999 ",4.9,,,,,,,,,,
2018,Honda,Accord Sport,Used,"$25,115 ",4,,,,,,,,,,
2019,Honda,Insight Touring,Used,"$25,998 ",4.7,,,,,,,,,,
2020,Honda,Pilot EX-L,Honda Certified,"$27,994 ",4.5,,,,,,,,,,
2019,Honda,Civic Sport,Used,"$22,999 ",4.4,,,,,,,,,,
2020,Honda,Pilot EX-L,Honda Certified,"$31,964 ",4.5,,,,,,,,,,
2018,Honda,CR-V Touring,Used,"$25,944 ",3.8,,,,,,,,,,
2019,Honda,Odyssey EX-L,Used,"$33,500 ",5,,,,,,,,,,
2022,Honda,Insight EX,Used,"$27,998 ",3.6,,,,,,,,,,
2023,Honda,Ridgeline RTL-E,New,"$46,420 ",4.8,,,,,,,,,,
2016,Honda,Civic EX,Used,"$19,485 ",5,,,,,,,,,,
2022,Honda,Insight EX,Used,"$28,495 ",5,,,,,,,,,,
2022,Honda,Accord Hybrid Sport,Honda Certified,"$34,041 ",5,,,,,,,,,,
2022,Honda,Accord Hybrid Touring,Used,"$37,000 ",4.8,,,,,,,,,,
2019,Honda,CR-V EX,Used,"$28,900 ",3.3,,,,,,,,,,
2021,Honda,Civic Sport,Used,"$25,492 ",5,,,,,,,,,,
2019,Honda,Pilot Elite,Used,"$37,997 ",4.8,,,,,,,,,,
2019,Honda,CR-V Touring,Used,"$26,500 ",4.9,,,,,,,,,,
2013,Honda,Odyssey EX,Used,"$13,995 ",4.6,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",3,,,,,,,,,,
2020,Honda,Ridgeline Black Edition,Honda Certified,"$33,075 ",4.8,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$29,766 ",5,,,,,,,,,,
2019,Honda,Odyssey EX-L,Honda Certified,"$30,995 ",3.9,,,,,,,,,,
2020,Honda,Odyssey Elite,Used,"$39,266 ",4.4,,,,,,,,,,
2023,Honda,Pilot Touring,New,"$48,350 ",3.9,,,,,,,,,,
2022,Honda,Passport TrailSport,Honda Certified,"$38,995 ",4.7,,,,,,,,,,
2018,Honda,HR-V EX-L w/Navigation,Used,"$20,382 ",4.6,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,985 ",3.1,,,,,,,,,,
2022,Honda,CR-V Hybrid EX-L,New,"$35,845 ",3.1,,,,,,,,,,
2019,Honda,CR-V EX,Used,"$28,883 ",4.8,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",4.8,,,,,,,,,,
2021,Honda,Accord Hybrid Touring,Used,"$36,998 ",4.5,,,,,,,,,,
2022,Honda,Ridgeline Black Edition,Used,"$43,990 ",4.9,,,,,,,,,,
2018,Honda,Ridgeline RTL-E,Used,"$33,210 ",4.5,,,,,,,,,,
2023,Honda,CR-V EX,New,"$34,250 ",5,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$37,510 ",5,,,,,,,,,,
2022,Honda,Odyssey Elite,Used,"$43,995 ",4.7,,,,,,,,,,
2022,Honda,Odyssey EX,Used,"$32,955 ",4.3,,,,,,,,,,
2022,Honda,Ridgeline RTL-E,New,"$45,760 ",4.5,,,,,,,,,,
2006,Honda,Element EX-P,Used,"$6,277 ",2,,,,,,,,,,
2020,Honda,Ridgeline RTL-E,Used,"$36,995 ",4.2,,,,,,,,,,
2021,Honda,Accord Sport SE,Used,"$28,000 ",4.9,,,,,,,,,,
2022,Honda,Accord Hybrid Sport,New,"$32,560 ",4.5,,,,,,,,,,
2018,Honda,Odyssey EX-L,Used,"$21,299 ",5,,,,,,,,,,
2021,Honda,Civic Sport,Used,"$24,980 ",5,,,,,,,,,,
2021,Honda,Pilot Special Edition,Used,"$22,222 ",4.8,,,,,,,,,,
2023,Honda,Ridgeline RTL,New,"$43,470 ",4.8,,,,,,,,,,
2021,Honda,Ridgeline Sport,Honda Certified,"$34,282 ",4.2,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",5,,,,,,,,,,
2023,Honda,Ridgeline RTL-E,New,"$46,420 ",4.8,,,,,,,,,,
2022,Honda,HR-V EX,Used,"$27,588 ",3.9,,,,,,,,,,
2019,Honda,Accord LX,Used,"$24,990 ",4.5,,,,,,,,,,
2023,Honda,Ridgeline Black Edition,New,"$47,915 ",4.7,,,,,,,,,,
2022,Honda,Passport Elite,Used,"$41,998 ",4.6,,,,,,,,,,
2018,Honda,Pilot EX-L,Used,"$27,599 ",5,,,,,,,,,,
2010,Honda,CR-V EX,Used,"$10,900 ",4.7,,,,,,,,,,
2018,Honda,Civic LX-P,Used,"$24,988 ",4.2,,,,,,,,,,
2022,Honda,Passport TrailSport,Used,"$41,697 ",5,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$36,900 ",4.4,,,,,,,,,,
2023,Honda,Odyssey Sport,New,"$43,160 ",5,,,,,,,,,,
2020,Honda,Passport Touring,Used,"$39,995 ",4.8,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$29,470 ",2.9,,,,,,,,,,
2023,Honda,Odyssey Touring,New,"$46,400 ",5,,,,,,,,,,
2018,Honda,Civic EX,Used,"$18,900 ",4.8,,,,,,,,,,
2016,Honda,Civic EX-T,Used,"$13,350 ",5,,,,,,,,,,
2021,Honda,Passport Touring,Used,"$38,490 ",4.8,,,,,,,,,,
2017,Honda,Ridgeline RTL,Used,"$25,999 ",4.9,,,,,,,,,,
2023,Honda,Ridgeline RTL,New,"$43,580 ",4.9,,,,,,,,,,
2021,Honda,Accord Sport SE,Used,"$27,794 ",4.2,,,,,,,,,,
2023,Honda,Civic Sport,New,"$26,940 ",4.8,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,850 ",4.9,,,,,,,,,,
2019,Honda,Pilot EX,Used,"$28,594 ",4.7,,,,,,,,,,
2010,Honda,Accord Crosstour EX-L,Used,"$11,900 ",4.7,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,300 ",4.9,,,,,,,,,,
2022,Honda,Pilot TrailSport,New,"$43,501 ",4.8,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,850 ",4.7,,,,,,,,,,
2022,Honda,Civic EX,Used,"$28,590 ",4,,,,,,,,,,
2019,Honda,Insight LX,Used,"$16,979 ",4.1,,,,,,,,,,
2021,Honda,Odyssey EX-L,Honda Certified,"$37,663 ",4.6,,,,,,,,,,
2016,Honda,Odyssey EX,Used,"$20,364 ",4.3,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$28,981 ",4.7,,,,,,,,,,
2022,Honda,Accord LX 1.5T,Used,"$27,488 ",4.7,,,,,,,,,,
2018,Honda,Odyssey Elite,Used,"$29,220 ",4.6,,,,,,,,,,
2018,Honda,Ridgeline RTL,Used,"$26,777 ",4.8,,,,,,,,,,
2022,Honda,Pilot Sport,Used,"$33,488 ",5,,,,,,,,,,
2018,Honda,Clarity Plug-In Hybrid Base,Used,"$26,889 ",4.7,,,,,,,,,,
2021,Honda,Passport EX-L,Used,"$29,999 ",4.7,,,,,,,,,,
2020,Honda,Civic Si Base,Honda Certified,"$25,994 ",5,,,,,,,,,,
2016,Honda,CR-V EX,Used,"$15,999 ",4.6,,,,,,,,,,
2014,Honda,CR-V EX,Used,"$14,181 ",4.8,,,,,,,,,,
2008,Honda,CR-V LX,Used,"$8,499 ",3.3,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,544 ",4.5,,,,,,,,,,
2023,Honda,Ridgeline Black Edition,New,"$45,997 ",4.8,,,,,,,,,,
2023,Honda,Ridgeline RTL-E,New,"$46,419 ",4.8,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$41,770 ",4.2,,,,,,,,,,
2022,Honda,Pilot Sport,Used,"$34,798 ",5,,,,,,,,,,
2015,Honda,Accord LX,Used,"$16,691 ",5,,,,,,,,,,
2018,Honda,Odyssey Elite,Used,"$35,000 ",4.8,,,,,,,,,,
2021,Honda,CR-V Hybrid Touring,Used,"$36,112 ",5,,,,,,,,,,
2022,Honda,Accord Hybrid EX-L,Used,"$33,975 ",4.9,,,,,,,,,,
2016,Honda,Accord LX,Used,"$16,950 ",5,,,,,,,,,,
